symbol,price,price_change,price_percent_change
GSM,158.59,7.1,-0.96%
UGR,52.87,-8.23,-1.28%
YOLQ,387.4,-4.5,0.41%
FUSE,120.09,6.7,-4.47%
DITY,152.19,5.53,2.1%
LQIS,44.65,-3.23,1.09%
QEV,210.95,8.67,3.0%
TULD,466.05,9.29,2.19%
IOAJ,155.94,-0.0,-3.91%
PVMW,269.75,-2.64,-3.79%
RPS,200.02,6.94,-4.97%
KWX,326.89,6.0,-1.56%
GSYY,76.62,-0.43,3.95%
PKZP,179.79,-3.64,0.27%
PVP,165.26,-6.03,-2.69%
OQU,94.41,-8.92,-1.3%
EJXE,21.83,-2.63,-1.61%
YKKG,230.11,4.32,-0.42%
QPDX,50.67,-6.37,1.54%
PLOZ,105.4,4.16,-4.44%
QOY,245.44,-5.54,3.19%
IYEJ,163.82,7.07,3.64%
QMFM,218.57,-1.64,-4.75%
LOR,317.84,3.13,-0.86%
MXK,117.97,-4.07,-2.69%
WQM,42.64,-7.84,2.78%
SDE,214.29,7.33,-3.33%
CPA,466.61,-2.27,-3.43%
YTA,355.87,-4.29,-4.76%
BWWA,44.31,6.55,1.73%
DGI,222.27,-1.02,-1.34%
MGX,169.17,-0.56,0.3%
EHY,282.59,-2.73,-0.29%
PTA,299.41,1.24,4.97%
ODY,159.31,7.53,-3.96%
CUB,397.59,-9.06,2.83%
XRIN,19.22,-2.62,4.5%
ICA,203.8,2.1,-3.29%
CNEX,121.78,-5.11,0.61%
EGD,296.95,8.98,-2.7%
NHGM,288.13,6.76,-2.22%
VJV,433.14,0.03,2.76%
HMIZ,153.02,-0.05,-0.89%
ZZW,123.87,6.43,0.89%
QRQD,430.49,-5.25,3.22%
ABEC,226.26,-6.5,4.65%
GDXG,215.38,-1.29,3.33%
AYT,150.89,2.23,-1.38%
ZYK,99.22,-5.51,3.79%
QQS,293.07,-2.92,-2.01%
BABG,309.66,-5.81,3.75%
NAG,191.6,-2.49,-4.61%
LTEV,49.7,7.56,-4.5%
TZQL,479.53,-5.84,-4.79%
GGEK,292.46,2.45,4.41%
UULP,299.87,-7.28,-0.4%
CKY,10.54,-6.17,-2.61%
IQGQ,217.82,-4.27,-4.26%
KOUU,296.64,-7.89,0.53%
FEKB,155.9,-6.81,-2.83%
LSFG,240.65,-7.11,4.27%
OEMX,456.51,2.28,-1.99%
GMJJ,48.13,-8.13,4.09%
SRIB,486.42,-2.37,2.08%
OWMA,27.04,6.83,-2.71%
VKH,219.19,1.03,-4.65%
XHGC,286.09,-7.12,-1.88%
OHE,392.69,-5.64,-2.96%
RAK,282.5,7.89,-1.39%
CZIP,286.73,7.18,1.46%
RNR,458.81,-3.96,0.7%
EQUS,114.09,4.58,-4.21%
TJO,185.97,9.93,-1.17%
APEC,219.92,0.1,2.77%
WLGV,94.17,-4.2,4.58%
JWR,338.57,4.05,-3.91%
HOH,369.2,9.75,-1.84%
KGUX,298.22,-5.9,-0.87%
KDU,121.48,7.16,0.42%
RXF,281.95,7.86,2.85%
BKKL,222.24,7.05,-0.74%
FLA,382.99,-9.68,-2.39%
DDNZ,146.02,7.77,-4.16%
GQM,457.59,-0.43,2.76%
FUA,107.13,1.41,-2.69%
CSNP,450.2,4.02,0.92%
GII,298.64,3.96,3.58%
NOTM,170.48,1.86,-4.71%
GJKI,332.18,-4.5,0.48%
OZET,355.83,-2.8,2.97%
XRKW,222.4,-3.8,-3.9%
MYZK,217.88,6.98,4.22%
BHX,104.75,-2.48,4.84%
KBZ,391.73,6.89,-3.33%
VKNC,179.98,4.28,4.37%
GRWS,300.34,8.37,2.7%
FQR,386.12,8.16,1.54%
YVPD,275.91,5.18,-4.31%
NWNC,170.3,0.08,2.25%
IBS,60.18,-4.72,-0.33%
QGC,257.77,1.24,4.55%
NRB,356.84,-4.5,1.52%
SDK,387.29,-2.42,2.38%
BNTV,426.19,-0.76,1.36%
SZK,264.17,-8.84,0.57%
XHUJ,144.52,5.75,0.7%
HGZ,375.61,-2.57,-4.48%
SVL,413.9,-5.48,-0.68%
RHAU,64.73,8.68,0.19%
NMS,23.65,-3.33,-4.39%
YAT,111.9,-2.3,3.29%
HXOI,168.76,0.21,-1.28%
DRK,100.02,-1.13,-1.59%
CYQ,172.67,-5.25,-3.33%
YHCM,135.11,-4.93,-0.33%
GVS,75.27,2.25,-3.05%
LCJH,56.74,7.69,-3.98%
QAW,41.41,-1.7,-0.84%
MLP,363.96,-2.05,-4.88%
BOE,386.28,-8.53,2.62%
QZX,170.34,8.37,-0.18%
FSJ,297.22,-4.83,-3.91%
HUZ,17.43,6.83,-3.15%
KDMQ,108.53,-7.26,-4.62%
AYHY,361.43,0.87,1.06%
ONF,361.57,6.44,1.45%
QND,87.13,-4.88,2.55%
NHM,86.92,4.21,-3.95%
DTU,356.05,5.75,1.42%
AOW,363.22,4.63,4.76%
NIM,225.53,9.88,-2.83%
WEM,315.35,-0.95,1.42%
JPL,384.09,-3.45,4.38%
EMQ,358.69,5.46,-4.48%
KPVP,176.81,1.95,-1.82%
LZPB,79.37,-6.1,3.87%
GTKJ,222.31,-6.55,4.22%
MQF,113.37,5.71,-1.24%
IAFQ,133.56,-0.71,-0.03%
VFCM,164.1,6.7,-4.01%
BPT,440.53,-0.65,1.1%
JPC,436.28,-1.29,-0.47%
JFLL,372.25,-5.87,-3.8%
FNEX,422.59,7.49,1.51%
ABCG,30.07,4.9,-4.37%
CZB,489.09,5.91,1.64%
VPG,120.85,-8.68,-4.17%
MEX,25.82,-6.47,2.9%
QKO,57.48,-4.09,2.08%
TPJ,403.22,-0.84,3.29%
TGJ,342.65,0.2,1.0%
FUSU,201.12,6.86,-1.83%
KWY,338.11,-2.46,1.49%
OLY,144.83,-8.81,-1.29%
GVFH,195.81,-8.93,-2.97%
DXH,292.16,4.58,2.43%
BIGQ,26.75,-7.74,3.26%
ZJV,424.44,-9.92,-1.39%
VAJS,65.05,3.18,0.01%
AOCS,395.39,-5.57,-3.97%
MZK,489.19,-1.73,4.64%
CHH,246.5,-0.42,1.88%
CZF,494.62,-1.8,-1.65%
PPGZ,312.26,-6.68,4.87%
BBS,67.79,5.72,1.7%
RYRV,28.94,-9.2,-4.47%
POVL,499.65,3.79,-3.95%
AYR,54.75,-2.24,0.92%
EZZC,318.91,3.06,-2.79%
CGL,113.41,-4.38,3.93%
ULSN,21.89,-2.76,-1.74%
VJNP,102.14,-1.39,4.76%
PTV,35.95,-2.63,0.35%
IDAG,71.95,1.15,-4.55%
AQS,131.7,2.19,3.75%
EYW,306.34,-5.1,-2.62%
VPPI,287.9,0.35,-3.59%
EJS,32.16,1.9,3.81%
JEG,312.58,9.47,1.15%
RUY,126.06,5.31,-3.43%
MVMP,405.27,9.94,1.15%
ALA,396.84,9.92,-1.42%
CKC,489.84,6.2,-0.03%
SXI,304.12,-6.09,-2.96%
GGZ,342.55,8.95,-2.98%
AWA,89.39,8.2,-2.33%
FTV,136.26,10.0,3.07%
QWC,209.9,-6.44,0.27%
MEX,466.09,-9.04,3.72%
HNQF,247.84,1.67,-0.37%
EXT,28.7,6.73,-1.25%
BTJX,373.21,-2.67,3.58%
BCOE,391.72,-0.53,3.46%
DEW,73.79,9.42,2.92%
IKBS,168.57,0.72,-0.9%
KAZ,120.8,-7.85,-2.12%
LTEO,376.3,-0.35,3.23%
XDR,37.38,-4.17,1.16%
LIVB,142.46,2.42,3.01%
KAKJ,227.53,5.01,-0.16%
ZGXX,364.42,9.87,-2.91%
YVNM,352.2,9.13,0.04%
HKP,117.93,0.85,3.62%
WPX,494.61,-7.24,4.44%
LKMN,408.82,-1.37,3.38%
JNBU,410.33,9.36,-0.85%
VDD,420.35,-2.12,-4.64%
CKI,492.79,0.55,-3.36%
DZCV,358.53,-5.52,-4.67%
ZXE,340.83,2.12,4.66%
DZM,445.89,-6.38,3.35%
OXYE,359.52,-6.15,2.87%
ISDI,306.09,3.07,3.69%
CJG,180.52,5.71,-0.95%
GYD,471.33,2.72,-4.31%
NZP,372.29,2.87,1.69%
VCO,99.05,-4.96,3.35%
LFQW,62.87,-5.36,-1.77%
EIUK,376.16,7.69,-4.13%
SJD,257.78,9.17,2.08%
EWG,486.25,8.12,1.03%
FACC,340.97,-6.28,-4.25%
KFTA,40.4,6.33,2.07%
MUGO,339.74,-5.35,4.92%
PJSA,291.1,-1.36,0.88%
UZH,163.63,4.25,-2.91%
FELB,479.07,-7.44,1.63%
KRAF,99.56,0.51,-4.3%
UZCY,416.67,4.12,0.03%
WEKT,466.79,-3.12,-0.16%
SXV,420.11,7.89,1.14%
IBUT,196.05,8.51,-2.69%
WMQ,384.41,4.15,2.99%
LCR,11.06,-7.53,1.76%
THJ,78.77,9.27,3.69%
PDAV,64.77,0.28,1.42%
RNNP,489.91,-0.07,3.08%
QVDP,46.17,5.77,0.87%
NOK,145.62,-3.05,-1.07%
ODPS,93.43,-9.53,2.37%
AZC,418.67,8.5,4.61%
TVGS,201.0,-3.03,-1.39%
RVKA,162.28,2.93,0.02%
FCAB,159.37,-2.58,-4.33%
HLEE,168.88,1.74,-2.77%
KANR,200.13,-7.32,0.31%
PXK,374.71,4.24,0.18%
WBW,329.41,-1.04,-1.0%
OUYQ,214.32,-6.01,-2.86%
CESD,340.99,-3.2,-0.49%
VIO,239.22,-9.13,-1.98%
KJDT,456.58,7.46,2.89%
QYD,495.32,0.71,4.77%
DWH,249.59,-9.97,4.5%
BSI,417.47,-3.05,-4.86%
DRW,487.42,-6.66,3.5%
PRLD,242.96,-8.48,3.19%
MCW,273.41,-3.75,4.13%
JUW,374.69,-3.72,-1.48%
USZW,56.67,4.63,-3.27%
WIMH,197.66,7.8,2.75%
OCL,207.33,-5.25,1.7%
ASGA,113.18,1.42,-2.23%
PBR,427.45,-8.9,-1.13%
INWG,64.61,3.9,1.23%
VDK,153.9,0.84,-1.24%
WQS,291.92,-1.33,-3.3%
LTN,239.9,3.06,-3.43%
DOTR,498.23,7.39,-0.24%
CNF,355.9,-7.36,2.72%
SQH,405.01,-0.5,2.5%
JHRS,362.02,-9.31,-1.15%
LZYC,51.65,9.6,-2.37%
WHX,119.89,0.83,-2.46%
OIS,173.02,1.18,-0.67%
RHA,197.03,-5.68,-4.17%
WSWW,289.02,-3.06,1.76%
BGJ,58.54,1.84,3.02%
OYV,72.74,-0.78,-1.6%
AER,41.87,-1.68,2.92%
EYB,242.05,-2.66,3.0%
KUWB,91.24,9.78,3.67%
KTU,228.59,2.83,2.29%
BZA,31.3,7.37,-2.07%
CUAO,105.88,6.06,2.93%
AVOJ,213.04,1.87,-3.04%
JQXG,199.11,7.45,3.41%
NNQB,197.56,1.06,2.86%
ZVRX,404.61,2.88,0.62%
JER,309.75,-3.83,0.61%
VYB,17.06,-2.98,-0.38%
SGM,373.16,-6.08,-4.57%
KOA,477.27,-2.58,-0.53%
BJC,436.44,2.6,3.88%
UGPM,433.32,-1.16,-4.2%
UXZ,141.1,-2.08,-4.88%
RPNC,158.54,0.62,-2.05%
GZHW,25.94,6.58,-4.75%
GYAV,41.95,-8.04,4.72%
BFCY,50.84,5.35,0.19%
YQT,313.88,9.51,-2.04%
MZRL,111.67,-7.04,2.68%
RYHT,236.6,-6.36,4.8%
RQR,104.81,7.2,3.43%
HFN,73.47,0.95,4.23%
WLI,417.19,-9.98,-0.97%
XLG,418.22,4.47,2.71%
FIX,401.51,-1.53,2.01%
DRQC,367.18,-1.05,4.0%
PNJP,345.2,-8.99,-3.16%
FIQA,128.26,-9.42,4.45%
WTND,477.99,4.64,2.36%
UQUJ,159.07,-3.0,-4.65%
BWST,47.1,0.52,0.69%
ABD,483.16,9.37,4.1%
BKQ,297.12,-5.07,-3.79%
XDI,375.32,9.76,2.63%
DNLZ,108.8,8.88,-4.68%
OLJ,263.01,-0.92,-2.46%
YTQ,26.77,5.53,-2.04%
KJXQ,420.69,-8.57,-2.93%
DLZ,88.3,5.42,3.87%
EFK,392.61,1.64,4.26%
STZ,138.15,1.68,1.01%
VLU,158.75,-9.56,-3.55%
AGLY,165.32,5.23,2.31%
WDC,221.24,2.07,-3.14%
VQME,132.99,-3.68,-3.41%
LABK,385.22,-6.49,-4.72%
MDVN,40.71,-6.8,4.38%
SEB,133.91,-0.63,-0.37%
HSR,196.53,2.31,2.58%
DEBU,335.31,6.66,1.86%
TEV,83.66,2.92,4.14%
DEJ,357.41,-6.72,4.83%
QJZP,270.77,6.66,-2.88%
PSVG,390.47,8.85,-3.23%
EKJ,392.66,0.11,-4.63%
XEZF,198.62,-4.63,-4.53%
WDHP,409.39,3.99,-1.94%
LVNJ,324.91,9.91,1.08%
XAL,497.71,0.78,4.52%
LPEK,235.19,-1.15,1.6%
QYV,465.87,-5.52,-4.12%
NSIO,35.77,-6.06,2.95%
PWHY,472.97,0.33,0.86%
SWE,369.83,9.94,4.36%
AQGL,173.22,9.32,1.76%
LTY,463.26,2.45,-0.17%
CJI,331.49,-5.59,-0.51%
YNI,467.97,8.41,1.96%
LSD,154.96,6.98,-1.23%
ZPF,35.23,-2.21,4.9%
BBYN,148.02,7.04,1.05%
TLAH,293.48,5.26,1.98%
WJW,433.75,-0.26,-3.85%
QFF,270.99,-8.24,3.06%
YCH,419.6,5.98,4.46%
YPNE,443.02,-7.57,-0.96%
AQC,15.78,1.05,-2.46%
NIEE,365.89,-1.92,1.11%
PMA,98.28,2.91,-1.16%
SLMC,323.97,3.09,-3.23%
JWK,272.91,-3.0,-3.98%
RYWI,394.81,4.25,0.69%
BHU,482.73,-5.37,3.55%
YNO,477.86,-2.94,-0.82%
OAIQ,364.27,-4.59,0.17%
VZX,364.4,7.45,-4.31%
DPWD,442.94,-9.38,1.88%
FPL,256.89,3.68,-1.19%
UXN,378.9,-8.68,-4.02%
WYT,188.77,-6.2,2.11%
SPY,217.23,0.41,0.29%
RVC,351.06,0.87,-4.79%
AARB,431.15,-5.45,3.66%
LMGI,275.25,-4.81,-1.06%
KTD,305.0,5.76,-3.92%
KCI,367.84,-3.35,2.41%
GTEF,48.26,-4.02,1.55%
YCC,30.4,3.98,1.9%
NUB,146.6,-3.56,-2.08%
JEZW,184.18,1.99,3.4%
SIXC,174.02,-0.54,-0.28%
UKSI,50.68,-9.01,-4.82%
ILP,401.89,6.74,3.14%
XLB,404.87,-4.7,4.66%
XBBX,130.02,3.64,-3.24%
WZEG,498.84,-9.86,-3.42%
RKB,479.32,4.39,-1.27%
LNV,45.8,5.85,1.96%
GBWD,89.34,4.27,-0.59%
XHJL,42.71,-4.0,3.01%
PWQG,438.44,6.98,0.66%
EYB,302.65,3.75,2.09%
HKFO,172.74,-7.74,-2.23%
KZW,397.12,9.1,-2.73%
ZVX,15.02,-1.84,0.97%
JVP,497.91,-4.05,3.44%
UPZB,52.93,-3.55,2.75%
CNI,491.43,-8.26,-4.47%
EEU,120.33,-4.34,-3.5%
RFBZ,323.85,-8.76,0.17%
TPZ,151.0,1.98,2.47%
KGSX,371.28,-3.56,3.23%
UHO,101.41,-1.15,-3.59%
EGA,314.28,-1.49,1.53%
WDVH,498.11,1.03,-3.83%
QSJK,348.99,-8.04,-4.45%
WKS,221.0,-1.39,1.18%
HPI,96.49,-9.09,-0.24%
WSUA,233.25,5.67,-2.83%
CON,135.03,4.47,2.84%
LJZB,88.47,-2.64,0.21%
ETOH,263.32,-5.71,-3.38%
QYCC,391.15,9.68,0.76%
USV,158.17,-9.46,0.77%
EVWW,272.56,8.15,3.07%
OYLG,238.18,3.56,-3.93%
XXY,137.33,2.95,0.4%
BXEK,260.77,5.46,-0.14%
NJW,305.7,8.2,-2.28%
XYM,137.4,-8.2,-3.23%
IXR,193.69,5.08,-2.25%
DCYW,90.39,-4.67,-1.19%
HALF,497.76,3.85,4.22%
MPDU,240.75,7.58,-2.51%
ANP,136.37,-7.78,3.99%
JVZG,132.89,-0.44,-2.07%
LQAK,373.23,-3.89,3.97%
KQHY,378.26,6.39,-2.54%
LTAN,406.34,-8.11,2.79%
EKEN,409.52,0.58,-1.94%
YJA,337.95,8.67,3.31%
BCMC,271.18,1.3,-2.39%
MLZY,201.56,-4.21,-3.01%
OEEH,414.27,-3.93,-0.28%
ADEE,465.88,2.87,-4.9%
HYTP,398.93,5.9,-3.49%
SNV,30.57,-3.68,-3.18%
LDAS,469.61,4.05,-4.6%
ATRD,90.47,-0.46,2.22%
YWE,95.21,3.31,1.46%
CWS,93.63,-1.75,1.88%
CTT,464.59,4.2,4.44%
FMAS,45.33,-6.95,-2.49%
TXGV,412.48,6.03,-2.24%
YDW,21.3,-1.6,4.04%
HFHQ,308.06,-0.67,0.78%
GSU,92.07,4.01,-2.96%
UEGV,390.84,4.11,0.97%
VEDE,97.72,-9.82,2.4%
DLA,496.02,-6.98,-4.54%
VWP,82.4,0.56,-0.25%
NAA,56.3,4.68,3.07%
FTWV,391.54,0.24,3.46%
MGLH,451.11,-7.21,4.12%
XKD,87.05,-9.85,3.24%
TYHS,284.62,-4.2,-1.61%
AAS,321.85,2.39,-0.23%
ADI,196.33,-0.18,2.58%
RGCP,116.96,1.83,2.82%
XBFE,65.59,6.85,1.18%
QQHM,111.52,2.23,-1.67%
ZKO,471.87,-0.56,1.14%
WPV,343.41,-2.94,-3.43%
TDBG,155.74,8.78,4.63%
FXHL,89.87,9.79,2.26%
URY,405.44,8.63,-2.0%
LTV,39.67,4.35,2.77%
ZEKY,386.03,7.3,1.27%
XJAW,71.53,0.12,-3.74%
OSHR,231.97,2.09,2.98%
JAZI,337.75,3.99,3.27%
VOC,25.4,6.68,-2.27%
UGL,349.02,7.18,-0.12%
XST,468.74,-3.88,3.88%
JKEY,74.62,8.47,-1.96%
NBV,148.7,2.91,3.88%
FFXF,275.98,9.41,1.18%
FZB,457.63,-9.27,-0.57%
XVL,293.03,6.0,4.06%
TSAY,256.79,2.02,-1.93%
KJZE,88.08,-8.15,-4.57%
AQMN,486.54,-1.23,-0.71%
AFZ,430.79,5.34,-3.63%
DPS,173.69,-7.52,-2.89%
ACO,26.32,0.64,3.54%
MPJI,269.14,9.02,0.19%
FRG,339.71,-6.95,0.88%
HXC,429.42,1.86,-3.28%
QOM,120.92,-3.05,4.85%
BYM,366.69,-7.44,1.22%
AVR,384.49,7.91,0.84%
UIHX,26.68,9.44,-1.27%
VUEK,310.24,6.71,-4.43%
ZJI,435.75,-7.69,2.89%
YGKP,71.18,-9.14,-4.84%
KHJ,272.47,-1.22,4.83%
KZFR,47.52,-2.87,-4.94%
TTFS,353.83,3.93,3.04%
SQPX,205.44,-0.18,3.08%
FCZ,241.09,5.13,-2.39%
SBT,34.69,-8.11,-3.37%
HGV,336.31,-6.95,2.4%
PODZ,376.25,4.44,-3.57%
YSVG,446.41,9.39,-1.9%
AGK,39.25,7.89,-0.75%
OZZ,406.84,4.62,-4.37%
UOAM,125.81,4.58,-1.7%
ODNV,156.78,-2.98,-3.79%
INZ,37.8,1.26,-0.81%
OQY,161.21,-6.55,-4.71%
BWM,467.84,5.5,-1.84%
FPO,123.72,9.45,-0.29%
GGTL,302.65,2.84,-4.66%
TFJ,287.6,5.06,-3.21%
DIQ,426.27,7.81,0.4%
VLCY,454.53,0.3,1.21%
XYJ,11.97,0.5,0.48%
DIA,478.51,-3.38,-1.11%
HLPN,183.74,-1.75,-2.26%
BEA,37.3,3.75,0.3%
HWJX,326.63,-7.37,2.35%
LLV,455.81,2.58,-4.16%
TYM,397.27,1.13,-0.79%
MHBE,229.7,8.83,-3.97%
VIEE,167.56,-3.99,0.84%
UKW,269.65,1.39,0.51%
FKPL,53.56,5.68,-3.91%
RIDU,399.86,1.48,3.03%
GET,397.26,-9.96,-2.85%
KAZQ,469.91,-7.67,4.49%
JDG,431.04,-8.02,-4.35%
TOD,171.12,0.68,-4.86%
VJB,449.63,2.13,2.61%
BWL,368.48,4.3,3.49%
JVWW,378.23,-1.1,-2.59%
HJK,12.82,2.63,4.13%
YJBG,127.32,9.03,1.53%
FGA,234.57,-5.21,-1.32%
TMNP,74.12,7.47,2.15%
YZH,193.98,3.97,4.1%
QTU,195.5,7.68,1.11%
FJHI,293.02,-6.74,4.05%
CYZZ,494.91,5.65,1.64%
BLPN,328.27,8.78,1.1%
SQMA,152.6,-2.09,-3.45%
IXFC,367.54,-9.31,-0.31%
KYH,439.21,-4.95,0.7%
TLDJ,388.43,-6.51,-4.28%
KYIM,255.11,7.0,-3.04%
KQN,455.62,5.77,1.4%
ZKI,150.7,5.23,1.24%
OILG,348.36,-7.43,2.3%
ZJJ,476.24,-6.57,-3.48%
TNDU,279.76,2.14,0.38%
BVY,83.89,-8.09,-0.78%
RYOL,208.43,1.57,-3.57%
ZJW,363.82,-0.14,-3.92%
HGF,336.22,6.98,0.22%
MBLR,70.26,4.57,0.41%
LOKE,96.51,9.82,-1.02%
ROYA,146.53,2.52,-3.0%
IYQN,134.86,5.67,-0.56%
CBU,143.95,4.28,1.5%
TGSX,392.26,-3.07,2.54%
PINT,190.5,-3.37,1.78%
AOIX,152.73,-1.62,-4.31%
WRM,252.51,-1.53,3.64%
YMK,324.7,-6.23,2.65%
GONF,334.9,-7.41,0.4%
GLVF,364.26,-0.69,-0.47%
GVID,464.46,6.37,-4.96%
OOQ,450.48,6.79,4.66%
XRBD,402.04,-4.3,-4.38%
RLN,370.71,0.21,-1.89%
FFCX,176.4,2.34,0.86%
PFX,234.07,-3.47,-1.53%
HDD,307.33,3.66,2.32%
MKQ,160.95,4.57,-2.88%
YCWU,33.37,-0.79,4.81%
ZCMU,430.48,-5.81,-2.51%
EYNR,430.71,0.75,-1.06%
RBP,360.99,-9.1,-4.77%
BRP,64.37,-9.05,-1.15%
KLW,484.59,-2.13,-3.65%
OXVG,239.77,6.96,3.69%
ATS,157.06,-2.86,3.06%
LAQ,363.57,-5.06,3.7%
QUB,117.82,-9.9,-4.94%
AMFY,102.29,3.59,2.46%
RON,36.87,4.91,-4.05%
OCQ,297.57,8.05,-0.23%
MYAV,269.8,4.27,-2.9%
SDHA,146.3,-1.96,1.57%
TPZJ,139.71,-6.82,-2.22%
YKB,151.11,9.2,-2.62%
WPHB,204.66,-0.71,2.1%
UUDM,106.71,6.58,-1.25%
TRPG,479.4,-8.95,4.79%
ZTPB,61.51,4.82,3.85%
TKO,169.48,-6.63,3.76%
PWXR,75.19,-6.83,3.34%
XJE,338.1,-6.81,-2.92%
AAY,210.25,-3.33,-0.36%
NID,268.94,-4.22,-3.27%
ZXJ,490.99,0.15,4.5%
STC,54.62,2.3,3.98%
MUFP,42.26,9.44,2.1%
OEP,468.8,-8.93,2.91%
RXPA,51.96,1.02,1.0%
UQKF,74.96,2.47,0.66%
OTAR,300.13,7.34,-3.49%
BJF,161.94,-1.33,4.26%
WTG,182.0,0.82,-0.4%
DEX,476.73,0.81,4.47%
VILP,370.24,-8.44,4.78%
JLJ,123.83,-6.35,-2.96%
AYJZ,45.06,6.76,-2.83%
AJV,229.16,2.96,-3.92%
BRXF,103.68,-8.66,-2.76%
LACX,16.34,-0.36,1.67%
WXHH,52.19,2.25,0.19%
QDV,154.8,2.15,3.86%
OUGS,235.21,7.86,1.98%
YJDG,403.75,-4.59,3.47%
UJKS,70.19,-5.85,-3.43%
CFZ,476.74,-2.33,-4.17%
ANDB,31.85,5.68,-0.32%
AAY,352.69,-6.61,3.33%
YYXM,420.35,7.57,3.39%
ZJO,357.2,0.81,-0.37%
EDYK,302.34,9.4,-0.23%
IFE,441.16,9.75,2.68%
IXZ,449.71,-4.86,0.9%
OTV,57.45,-9.34,-1.36%
XTK,436.24,-3.13,-0.86%
LDB,191.88,-0.37,-0.22%
INDX,391.53,0.98,3.54%
ZQJ,316.52,2.77,-0.15%
YGB,11.85,5.41,-2.44%
EUXK,307.67,3.87,3.96%
ZUF,275.25,1.72,0.24%
WVNE,251.29,-4.42,3.78%
DEVP,122.01,9.75,-0.55%
WTR,219.54,-6.71,4.7%
SVZP,195.17,-7.59,0.66%
NTU,475.97,-1.88,-1.23%
XZB,185.51,9.76,2.02%
PSSV,96.0,5.49,-3.55%
KYM,301.38,4.88,1.03%
VPLY,21.61,-5.74,3.02%
XWL,306.33,3.77,4.92%
ZTWX,287.22,3.55,-0.88%
JFX,469.32,-7.01,0.04%
YVHG,347.3,-8.1,4.94%
PHE,164.42,-0.68,-3.53%
SSGG,51.59,7.89,0.9%
KBO,301.88,-5.73,-1.89%
OOQ,73.11,5.29,-3.86%
GFB,132.39,8.21,1.17%
FINP,369.04,-9.78,-0.07%
DTU,454.96,0.12,-1.97%
FLXT,387.72,7.67,-2.82%
HJU,255.99,-1.64,-0.91%
ZZLD,69.24,2.94,2.81%
ENH,421.84,-4.2,-1.59%
YEU,178.38,-8.75,-3.29%
HVV,486.83,-1.69,0.53%
XQZ,56.16,-0.13,-3.01%
ONE,238.28,-7.9,3.1%
TWR,61.83,1.32,-1.83%
WECF,55.2,7.75,2.0%
TMUN,356.26,9.27,2.67%
YCNY,26.1,3.42,1.96%
DRR,55.16,-3.13,3.82%
MED,250.5,-0.43,1.2%
RBV,332.33,-5.8,-0.85%
QME,337.66,1.67,2.48%
QMPO,491.43,-8.98,-2.42%
CPFD,378.14,-7.78,-3.78%
GEAX,79.16,-4.72,-4.09%
WKLZ,84.02,-2.08,1.68%
FOP,59.21,8.82,-2.62%
EID,70.36,-8.87,-3.28%
WPAD,256.38,7.54,1.08%
OAF,93.44,9.16,-4.78%
VOI,456.41,-5.12,2.61%
SKPD,22.35,-6.06,4.15%
EPB,193.92,9.92,-3.83%
ZWH,373.42,0.04,-1.5%
HTZ,423.91,9.82,4.34%
QOUZ,447.97,3.16,4.44%
EHXR,307.05,4.71,4.5%
VNQ,318.13,-1.34,2.52%
ABF,282.78,0.28,1.26%
EOLL,251.51,-6.66,-1.17%
CAI,155.32,0.67,1.96%
HNHU,130.71,-0.0,-1.65%
SIY,436.98,2.19,-2.36%
YJI,23.23,9.29,4.82%
FXA,140.12,-6.57,-2.24%
WMCS,233.15,-9.69,-0.8%
SCZ,170.81,-3.67,2.96%
AHYK,378.92,-2.61,-2.31%
YIAQ,410.91,-2.17,-2.22%
FPJ,451.49,3.28,1.04%
QODE,43.82,-7.9,4.63%
AHR,226.69,0.94,4.83%
CIAX,261.0,-8.31,1.88%
GMEG,392.49,-2.98,1.69%
UAHY,30.95,3.27,2.3%
ZWP,494.73,5.74,-0.99%
KMX,167.78,8.06,-0.77%
RDIZ,56.86,-1.33,-2.06%
GQCD,201.19,7.04,-1.88%
IFOA,144.56,6.32,1.65%
ITBN,77.84,3.31,2.74%
HPB,393.99,1.16,-3.46%
JGEY,127.3,0.59,4.39%
RECU,97.12,-7.92,4.41%
MVQQ,374.09,-6.53,1.48%
EGD,384.9,-6.82,-2.37%
AJY,34.63,-8.26,-3.45%
KOJ,271.28,-5.97,3.75%
HNH,72.93,-8.2,3.04%
FFTY,198.93,-6.16,1.34%
LTH,53.48,-7.07,-0.38%
HSO,223.98,0.01,4.73%
HWI,81.32,-3.5,1.47%
HAR,317.29,7.04,-4.72%
NQCN,46.44,-8.24,4.55%
NGQP,324.63,-6.26,0.3%
RQFF,121.47,-1.13,0.29%
BYY,143.85,6.4,3.42%
NBB,311.33,8.43,-4.72%
OJK,25.05,0.23,0.19%
HSA,416.18,-8.86,-3.14%
QXZU,31.2,-3.02,-3.02%
ARV,253.55,-7.43,-0.96%
PSE,203.38,0.52,1.0%
HBO,336.01,4.5,0.49%
BIY,316.19,1.1,0.2%
CTHF,24.2,-3.58,1.33%
GSXV,389.06,6.89,-3.29%
CQJ,281.0,-9.3,-0.26%
TSV,84.46,-0.25,-0.58%
TLPC,88.28,1.29,-4.08%
BJFD,47.15,9.02,2.67%
RCMF,181.36,1.86,4.83%
NQY,38.71,5.59,-4.68%
RSB,206.88,4.34,-2.91%
OSM,328.48,7.76,-0.85%
